AC	30	10	167	165.67	0.80	4.33	0.00
AC	30	10	166	165.33	0.40	9.00	0.00
AC	30	10	166	164.00	1.20	4.67	0.00
AC	30	10	165	163.33	1.01	1.67	0.00
AC	30	10	166	161.67	2.61	1.00	0.00
AC	30	10	163	159.33	2.25	0.67	0.00
AC	30	10	164	161.67	1.42	2.00	0.00
AC	30	10	164	160.33	2.24	0.67	0.00
AC	30	10	162	160.67	0.82	3.67	0.00
AC	30	10	164	160.33	2.24	1.00	0.00
AC	30	10	162	158.00	2.47	0.00	0.00
AC	30	10	162	158.33	2.26	1.00	0.00
AC	30	10	164	159.00	3.05	0.00	0.00
AC	30	10	167	164.00	1.80	2.33	0.00
AC	30	10	166	161.33	2.81	3.29	0.00
AC	30	10	167	163.67	2.00	8.67	0.00
AC	30	10	166	164.00	1.20	5.43	0.00
AC	30	10	166	164.67	0.80	4.24	0.00
AC	30	10	166	164.33	1.00	4.21	0.00
AC	30	10	167	165.33	1.00	2.59	0.00
AC	30	10	166	162.67	2.01	1.47	0.00
AC	30	10	166	164.00	1.20	4.12	0.00
AC	30	10	166	163.00	1.81	2.02	0.00
AC	30	10	167	166.33	0.40	4.74	0.00
AC	30	10	167	165.67	0.80	2.47	0.00
AC	30	10	167	164.67	1.40	5.40	0.00
AC	30	10	164	164.00	0.00	2.19	0.00
AC	30	10	165	163.33	1.01	3.03	0.00
AC	30	10	166	166.00	0.00	5.99	0.00
AC	30	10	167	165.00	1.20	2.87	0.00
AC	30	10	165	162.67	1.41	3.06	0.00
AC	30	10	167	164.33	1.60	3.54	0.00
AC	30	10	167	163.33	2.20	4.59	0.00
AC	30	10	167	164.67	1.40	7.80	0.00
AC	30	10	167	164.67	1.40	5.23	0.00
AC	30	10	166	164.00	1.20	4.33	0.00
AC	30	10	166	163.67	1.41	1.99	0.00
AC	30	10	167	165.67	0.80	3.29	0.00
AC	30	10	167	166.33	0.40	7.13	0.00
AC	30	10	167	165.67	0.80	4.59	0.00
AC	30	10	166	165.33	0.40	4.46	0.00
AC	30	10	167	164.67	1.40	3.87	0.00
AC	30	10	163	160.67	1.43	2.36	0.00
AC	30	10	167	164.33	1.60	1.05	0.00
AC	30	10	166	164.67	0.80	2.53	0.00
AC	30	10	166	164.67	0.80	1.70	0.00
AC	30	10	165	163.33	1.01	2.85	0.00
AC	30	10	166	164.67	0.80	5.11	0.00
AC	30	10	166	164.00	1.20	3.72	0.00
AC	30	10	166	163.33	1.61	2.78	0.00
AC	30	10	166	164.33	1.00	5.08	0.00
AC	30	10	167	162.33	2.79	4.59	0.00
AC	30	10	166	163.33	1.61	2.52	0.00
AC	30	10	167	165.33	1.00	6.47	0.00
AC	30	10	166	163.00	1.81	2.69	0.00
AC	30	10	166	165.33	0.40	3.09	0.00
AC	30	10	167	164.67	1.40	3.09	0.00
AC	30	10	166	163.67	1.41	5.41	0.00
AC	30	10	167	165.33	1.00	3.27	0.00
AC	30	10	166	164.33	1.00	2.88	0.00
AC	30	10	166	166.00	0.00	6.22	0.00
AC	30	10	167	166.33	0.40	7.08	0.00
AC	30	10	167	166.33	0.40	2.17	0.00
AC	30	10	167	166.67	0.20	1.82	0.00
AC	30	10	166	165.67	0.20	5.58	0.00
AC	30	10	167	165.67	0.80	3.92	0.00
AC	30	10	166	160.67	3.21	3.03	0.00
AC	30	10	166	165.00	0.60	4.10	0.00
AC	30	10	166	164.67	0.80	1.52	0.00
AC	30	10	166	165.00	0.60	3.64	0.00
AC	30	10	167	165.33	1.00	6.14	0.00
AC	30	10	167	166.33	0.40	5.44	0.00
AC	30	10	167	165.67	0.80	3.18	0.00
AC	30	10	167	165.33	1.00	2.65	0.00
AC	30	10	167	165.00	1.20	2.87	0.00
AC	30	10	164	163.00	0.61	1.60	0.00
AC	30	10	166	166.00	0.00	4.88	0.00
AC	30	10	166	164.33	1.00	2.46	0.00
AC	30	10	165	162.33	1.62	1.03	0.00
AC	30	10	166	163.33	1.61	2.60	0.00
AC	30	10	162	161.67	0.21	4.88	0.00
AC	30	10	166	166.00	0.00	5.29	0.00
AC	30	10	166	163.33	1.61	2.30	0.00
AC	30	10	167	165.67	0.80	5.26	0.00
AC	30	10	167	162.33	2.79	1.67	0.00
AC	30	10	167	166.33	0.40	2.81	0.00
AC	30	10	166	163.00	1.81	1.40	0.00
AC	30	10	167	166.00	0.60	2.92	0.00
AC	30	10	167	166.67	0.20	2.23	0.00
AC	30	10	167	166.67	0.20	7.64	0.00
AC	30	10	166	164.33	1.00	2.64	0.00
AC	30	10	167	167.00	0.00	4.15	0.00
AC	30	10	166	165.67	0.20	7.36	0.00
AC	30	10	167	166.33	0.40	1.88	0.00
AC	30	10	166	166.00	0.00	2.36	0.00
AC	30	10	167	165.00	1.20	3.50	0.00
AC	30	10	167	165.00	1.20	2.58	0.00
AC	30	10	166	165.00	0.60	6.81	0.00
AC	30	10	167	165.33	1.00	3.79	0.00
AC	30	10	166	165.33	0.40	4.39	0.00
AC	30	10	167	165.00	1.20	6.49	0.00
AC	30	10	166	164.00	1.20	5.61	0.00
AC	30	10	167	166.33	0.40	4.63	0.00
AC	30	10	166	165.00	0.60	4.25	0.00
AC	30	10	164	162.67	0.81	3.42	0.00
AC	30	10	167	166.33	0.40	3.53	0.00
AC	30	10	167	165.33	1.00	3.69	0.00
AC	30	10	166	165.33	0.40	4.76	0.00
AC	30	10	167	166.33	0.40	3.22	0.00
AC	30	10	167	166.33	0.40	5.50	0.00
AC	30	10	166	164.67	0.80	6.05	0.00
AC	30	10	166	165.00	0.60	4.31	0.00
AC	30	10	166	164.00	1.20	6.25	0.00
AC	30	10	166	163.33	1.61	3.92	0.00
AC	30	10	166	164.33	1.00	3.16	0.00
AC	30	10	166	164.67	0.80	3.46	0.00
AC	30	10	167	165.33	1.00	5.64	0.00
AC	30	10	166	165.33	0.40	7.17	0.00
AC	30	10	166	164.00	1.20	6.97	0.00
AC	30	10	167	164.67	1.40	2.94	0.00
AC	30	10	167	165.67	0.80	3.99	0.00
AC	30	10	166	164.67	0.80	6.11	0.00
AC	30	10	167	165.67	0.80	6.68	0.00
AC	30	10	166	166.00	0.00	6.79	0.00
AC	30	10	167	166.33	0.40	3.69	0.00
AC	30	10	166	164.33	1.00	2.38	0.00
AC	30	10	166	165.33	0.40	4.15	0.00
AC	30	10	167	166.67	0.20	3.45	0.00
AC	30	10	166	166.00	0.00	4.97	0.00
AC	30	10	167	166.00	0.60	4.01	0.00
AC	30	10	167	166.33	0.40	3.46	0.00
AC	30	10	166	166.00	0.00	3.48	0.00
AC	30	10	167	164.33	1.60	5.97	0.00
AC	30	10	166	165.00	0.60	3.71	0.00
AC	30	10	166	164.33	1.00	4.53	0.00
AC	30	10	166	165.67	0.20	2.06	0.00
AC	30	10	166	164.33	1.00	5.74	0.00
AC	30	10	166	165.00	0.60	5.02	0.00
AC	30	10	167	164.33	1.60	5.25	0.00
AC	30	10	166	165.67	0.20	6.84	0.00
AC	30	10	159	147.33	7.34	1.29	0.00
AC	30	10	164	159.33	2.85	4.88	0.00
AC	30	10	167	166.33	0.40	4.62	0.00
AC	30	10	166	163.33	1.61	3.83	0.00
AC	30	10	167	165.67	0.80	4.78	0.00
AC	30	10	167	164.67	1.40	4.24	0.00
AC	30	10	165	164.33	0.40	4.50	0.00
AC	30	10	167	165.67	0.80	3.43	0.00
AC	30	10	167	164.00	1.80	3.19	0.00
AC	30	10	166	165.33	0.40	2.96	0.00
AC	30	10	167	166.33	0.40	4.84	0.00
AC	30	10	166	164.67	0.80	2.31	0.00
AC	30	10	167	166.33	0.40	4.24	0.00
AC	30	10	167	164.00	1.80	5.68	0.00
AC	30	10	166	164.67	0.80	2.29	0.00
AC	30	10	167	165.00	1.20	2.32	0.00
AC	30	10	166	165.33	0.40	4.42	0.00
AC	30	10	167	166.00	0.60	5.77	0.00
AC	30	10	167	166.33	0.40	3.97	0.00
AC	30	10	165	163.00	1.21	5.27	0.00
AC	30	10	167	165.67	0.80	3.82	0.00
AC	30	10	164	161.33	1.63	2.29	0.00
AC	30	10	166	165.00	0.60	6.96	0.00
AC	30	10	167	164.67	1.40	5.95	0.00
AC	30	10	166	163.67	1.41	6.74	0.00
AC	30	10	167	164.00	1.80	6.41	0.00
AC	30	10	166	166.00	0.00	3.44	0.00
AC	30	10	167	165.00	1.20	4.85	0.00
AC	30	10	167	163.67	2.00	5.39	0.00
AC	30	10	166	165.33	0.40	5.46	0.00
AC	30	10	165	164.33	0.40	5.12	0.00
AC	30	10	166	164.33	1.00	5.42	0.00
AC	30	10	167	164.33	1.60	3.88	0.00
AC	30	10	167	165.67	0.80	6.88	0.00
AC	30	10	166	164.33	1.00	3.84	0.00
AC	30	10	165	164.00	0.61	3.82	0.00
AC	30	10	167	166.00	0.60	2.03	0.00
AC	30	10	162	161.67	0.21	3.58	0.00
AC	30	10	167	166.33	0.40	7.30	0.00
AC	30	10	167	165.67	0.80	5.29	0.00
AC	30	10	166	165.67	0.20	6.44	0.00
AC	30	10	167	163.67	2.00	3.82	0.00
AC	30	10	167	166.00	0.60	4.90	0.00
AC	30	10	167	165.00	1.20	4.64	0.00
AC	30	10	167	165.00	1.20	6.49	0.00
AC	30	10	166	165.67	0.20	3.04	0.00
AC	30	10	166	163.80	1.33	2.93	0.00
